case_id,project_name,model,city,size,space_type,business_tags,migration_tags,completeness,video_no,status,duplicate_group,line_no,target_problem,customer_type,operation_goal,asset_condition,scale_level,investment_level,migration_difficulty,verification_priority
案例D38,成都光合作用咖啡（热植主题）,四、社区型非标商业,成都,未提及,未分类,餐饮,垂类爱好者据点; 主题周边低门槛; 咖啡+植物复合,高,No.193,待核验,,16160,,,,,,,,
案例D39,伦敦Mercato Mayfair（海外）,四、社区型非标商业,伦敦,未提及（4层平行空间）,地下; 屋顶,餐饮,老教堂改造克制适配; 四层平行空间分区; 档口+公共座位平权化,高,No.198,待核验,,16206,,,,,,,,
案例D40,成都白读书屋,四、社区型非标商业,成都,未提及（已开第二家店）,未分类,餐饮; 零售,空间舒适度留住人; 细分领域扎深; 同频人聚拢,高,No.220,待核验,,16252,,,,,,,,
案例D41,成都南石灶食材店,四、社区型非标商业,成都,未提及,未分类,文化,厨房场景搬进店; 家味灵感小站; 死磕一个点做深,高,No.234,待核验,,16298,,,,,,,,
案例D42,木墨新造社区,四、社区型非标商业,温州（新造社大本营）,未提及,未分类,零售; 文化,游牧市集聚拢手工艺人; 利润分成替代高租金; 品牌生态渐进式构建,高,No.242,待核验,,16344,,,,,,,,
案例D43,沈阳1905文创园,四、社区型非标商业,沈阳,未提及（原车间几十米高，加建三层）,未分类,餐饮; 文化,大车间加建钢构分层; 免费艺术展常态化; 原创IP周末市集,高,No.251,待核验,,16390,,,,,,,,
案例D44,蓝瓶咖啡（Blue Bottle Coffee）,四、社区型非标商业,旧金山（起源地），已进入中国、日本等市场,进入中国市场三年开15家店,未分类,餐饮; 零售,一店一面融入当地; 菜单克制策略; 气质锚点作用,高,No.277,待核验,,16436,,,,,,,,
案例D45,曼谷Dusit Central Park（海外）,四、社区型非标商业,曼谷,未提及,公园,餐饮; 零售; 生鲜,频次优先的业态排布; 自然感空中绿洲; 软硬结合气氛营造,高,No.282,待核验,,16482,,,,,,,,
案例D46,成都arrow咖啡,四、社区型非标商业,成都,未提及,未分类,餐饮,标志性单品引爆话题; 邻居品牌审美协同; 极致审美细节堆叠,高,No.287,待核验,,16528,,,,,,,,
案例D47,新加坡One Holland Village（海外）,四、社区型非标商业,新加坡,1.3万平米,未分类,餐饮; 娱乐; 生鲜,尊重原有街道格局; 公共艺术装置唤起记忆; 宠物友好系统化落地,高,No.293,待核验,,16574,,,,,,,,
案例D48,广州山下植屋（Down of Mountain）,四、社区型非标商业,广州,未提及,未分类,餐饮,园林背景跨界做咖啡; 月咖夜酒揉绿植; 一份租金做多生意,高,No.307,待核验,,16620,,,,,,,,
案例D49,成都LOBANG炉坂面包,四、社区型非标商业,成都,未提及,未分类,餐饮,山顶/山坡选址; 现烤现做可视化; 活动做内容引擎,高,No.310,待核验,,16666,,,,,,,,
案例D50,新加坡KADA（海外）,四、社区型非标商业,新加坡,未提及（塞下18家小店）,未分类,餐饮; 运动; 酒店,极简色彩翻新老建筑; 文物级设施功能化使用; 小房间塞小店,高,No.312,待核验,,16712,,,,,,,,
案例D51,阿那亚金山岭,四、社区型非标商业,承德/北京周边,未提及,未分类,餐饮; 零售; 文化; 酒店,山气主题统一表达; 文化碰撞式买手店; 视觉避难所式单品店,高,No.324,待核验,,16758,,,,,,,,
案例D52,北京牛街法院寺旁JM咖啡,四、社区型非标商业,北京,未提及,未分类,餐饮,反精致破旧美学; 寺庙旁选址造反差; 内凹入口设计,高,No.327,待核验,,16804,,,,,,,,
案例D53,武汉嘉佰汇,四、社区型非标商业,武汉,小体量商业,未分类,餐饮; 零售,跨城品牌联合四手联弹; 商管深度参与运营; 豪宅基因理解高客质,高,No.328,待核验,DG12,16850,,,,,,,,
案例D54,上海大地茶场（淮海路店）,四、社区型非标商业,上海（来自成都）,未提及,未分类,餐饮,沿街高区大阳台做场景; 食物发酵实验室; 朋友家做客动线,高,No.335,待核验,,16896,,,,,,,,
案例D55,成都保利时光里,四、社区型非标商业,成都,开放式街区+独栋大店,街区,餐饮; 零售; 运动,开放式街区避开大盒子; 给品牌原创空间; 主题细分+商户共创,高,No.338,待核验,,16942,,,,,,,,
案例D56,成都门德里咖啡（regular原野店）,四、社区型非标商业,成都,未提及,未分类,餐饮,国外定制道具和杯具; 反粗糙反主流态度; 标志性视觉符号,高,No.342,待核验,,16988,,,,,,,,
案例D57,阿那亚第八食堂,四、社区型非标商业,秦皇岛,未提及,未分类,餐饮,多菜系平价食堂; 取餐动线+小推车; 业主舌尖群自组织,高,No.346,待核验,,17034,,,,,,,,
案例D58,佛山保利水城时光汇,四、社区型非标商业,佛山,未提及,滨水,餐饮; 娱乐,把人推回水边; 场中厂空中花园; 百变舞台+四面LED,高,No.347,待核验,,17080,,,,,,,,
案例D59,墨尔本Chadstone（海外）,四、社区型非标商业,墨尔本,占地近20万方（一般盒子商场的5-6倍），地上一层+地下一层,盒子mall; 地下,餐饮; 零售; 亲子; 生鲜,超大尺度豪爽布局; 餐饮作零售调味剂; 巨型玻璃顶棚借天光,高,No.349,待核验,,17126,,,,,,,,
案例D60,武汉光谷KIC PARK,四、社区型非标商业,武汉,3万平米绿地公园嵌入建筑,公园,亲子,大绿地公园嵌入建筑; 知识客群定制业态; 公园+社群+IP内容,高,No.354,待核验,,17172,,,,,,,,
案例D61,广西北海阿萨卡,四、社区型非标商业,广西北海,未来2400亩园区，当前为DEMO试错版本,未分类,餐饮; 酒店,数字游民+候鸟客群; 直播基地导流; 全业态自持孵化+老字号定制,高,No.359,待核验,,17218,,,,,,,,
案例D62,成都COSMO血脉计划,四、社区型非标商业,成都,未提及（硬质广场+室内伊乐口）,历史文化,餐饮; 文化,在地文化年轻化表达; 广场造景造冲突; 室内外联动展+摊,高,No.362,待核验,,17264,,,,,,,,
案例D63,华润置地润比邻社群,四、社区型非标商业,全国（48个城市196个社区）,48城196社区,未分类,体验; 亲子,用户需求探测器; 内容共建内循环; 情感绑定替代情绪,高,No.364,待核验,,17310,,,,,,,,
案例D64,深圳山池咖啡,四、社区型非标商业,深圳（起源地），已开至北京、阿那亚、首钢园、蛇口、天目里等,未提及,未分类,餐饮; 零售,户外品牌式咖啡店; 破墙开窗融入自然; 基础款做氛围,高,No.373,待核验,,17356,,,,,,,,
案例D65,武汉滨江天街,四、社区型非标商业,武汉,1.3万方绿地无边际乐园,街区; 滨水; 公园,零售; 运动,公园基因+无边际乐园; 灌木间隔户外座椅; 价值观活动落地,高,No.377,待核验,,17402,,,,,,,,
案例D66,北京永定合集,四、社区型非标商业,北京,未提及（漫展街区）,街区,零售; 文化,自然+工业极致对比; 68天快闪式打造; 多品牌聚落开街,高,No.381,待核验,,17448,,,,,,,,
案例D67,上海新天地社区品牌,四、社区型非标商业,上海,6个项目统一品牌,未分类,,人效模型替代坪效; 4类社区场景体系; 内容IP轮转更新,高,No.387,待核验,DG01,17494,,,,,,,,
案例D68,曼谷friend friend（海外）,四、社区型非标商业,曼谷,300平,未分类,餐饮,停车楼改造集合店; 低成本材料+高审美; 老商场小实验激活,高,No.389,待核验,,17540,,,,,,,,
案例D69,曼谷PINO VI（海外）,四、社区型非标商业,曼谷,四层楼高垂直小森林,未分类,餐饮; 文化; 办公,老工厂立面打开; 破损斑驳直白裸露; 自然穿透进室内,高,No.399,待核验,,17586,,,,,,,,
案例D70,郑州嵩南印象城,四、社区型非标商业,郑州,未提及,公园,零售; 娱乐; 亲子; 生鲜,打破审美门槛; 调研驱动业态; 多据点拆室外,高,No.400,待核验,,17632,,,,,,,,
案例D71,深圳坂田天安云谷,四、社区型非标商业,深圳,400万方大盘（在建三期补充住宅、学校、文体中心、老年日间照料中心）,未分类,餐饮; 亲子; 文化; 办公,功能混搭镶嵌; 架空云平台人车分流; 宠物友好深度落地,高,No.409,待核验,,17678,,,,,,,,
案例D72,沈阳陈家桥入口天物面包店,四、社区型非标商业,沈阳（起源地），已开至西安、青岛、呼和浩特等万象城,未提及,未分类,餐饮,翻页版门头设计; 明档明厨全流程可视; 操作人全名暴露,高,No.420,待核验,,17724,,,,,,,,
案例D73,贵阳万象城,四、社区型非标商业,贵阳,未提及,盒子mall; 屋顶,餐饮; 零售,卡斯特地貌造场子; 属地共创品牌孵化; 自有IP故事线引流,高,No.435,待核验,,17770,,,,,,,,
案例D74,吉隆坡百年老屋群（海外）,四、社区型非标商业,吉隆坡,4家店（多栋百年老楼）,未分类,餐饮,修旧如旧+旧里造新; 极致单色反差; 院落改造造泳池,高,No.437,待核验,,17816,,,,,,,,
案例D75,上海IP痛城经济,四、社区型非标商业,上海,城市级覆盖,未分类,餐饮; 零售; 文化; 酒店,展商联动after party; IP作城市流动软装; 策展+IP+乐园产业链,高,No.442,待核验,,17862,,,,,,,,
案例D76,曼谷WWA CafeX Chooseless（海外）,四、社区型非标商业,曼谷,未提及（两层楼）,未分类,餐饮; 零售,老厂房做买手+咖啡; 买手日常怼到面前; 工作室直接放最里端,高,No.443,待核验,,17908,,,,,,,,
案例D77,京都百年老屋群（海外）,四、社区型非标商业,京都,4家店（多栋百年老屋）,未分类,餐饮; 零售,保留老结构+做新内容; 跨品类融合做仪式感; 策展思路填充老楼,高,No.456,待核验,,17954,,,,,,,,
案例D78,成都清源社区,四、社区型非标商业,成都,未提及,未分类,餐饮; 文化,老院子做社区中心; 社区政务+培育孵化; 80年代老物件做内容,高,No.457,待核验,,18000,,,,,,,,
案例D79,成都玉林芳华街,四、社区型非标商业,成都,多条文艺小街,未分类,餐饮; 零售,反曝光藏门头; 老街做孵化地; 外摆大客厅,高,No.465,待核验,,18046,,,,,,,,
案例D80,名创优品MINISO SPACE南京德基店,四、社区型非标商业,南京,未提及,未分类,,IP乐园式店铺; 99%产品IP周边; 卡位顶奢商圈,中,No.470,待核验,,18092,,,,,,,,
案例D81,上海六六梧桐园林里会,四、社区型非标商业,上海、苏州、杭州,上海主楼+苏州邻里中心+苏州庄塔世纪+杭州3栋老办公楼爆改,滨水,餐饮; 亲子; 文化,历史建筑变生活主场; 国际经验本土化; 反精致亲民路线,高,No.481,待核验,,18138,,,,,,,,
案例D82,REX KL(海外),四、社区型非标商业,吉隆坡,未提及,未分类,餐饮; 娱乐; 文化,保留历史原貌改造; 剧场式书店场景; 街边档口氛围设计,高,No.495,待核验,,18184,,,,,,,,
案例D83,瑞虹天地月亮湾(微软生长花鸟集),四、社区型非标商业,上海,花鸟集2000多瓶花做两层,未分类,零售; 体验,花鸟市集IP; 产品思维做社区商业; 可复制可迭代IP激活长尾价值,高,No.497,待核验,,18230,,,,,,,,
案例D84,The Campus Ampang(海外),四、社区型非标商业,吉隆坡,"三层楼,40多家特色商户",未分类,餐饮; 零售,不破坏原有规划的低成本改造; 教室改商铺的玻璃占比策略; 周六校园市集作为灵魂,高,No.511,待核验,,18276,,,,,,,,
案例D85,CPI coco ma,四、社区型非标商业,成都,10个商铺,未分类,零售; 体验; 文化,钢结构膜结构度假棚屋; 开放打混的商铺布局; 家庭厨房场景DIY,高,No.526,待核验,,18322,,,,,,,,
案例D86,上心桥公园,四、社区型非标商业,成都,未提及,公园,运动,公园+社区运营方式; 多人群分时共享大草坪; 工区式安静自喜空间,高,No.528,待核验,,18368,,,,,,,,
案例D87,安踏0碳使命店,四、社区型非标商业,上海,未提及,未分类,体验; 文化,门口裁缝铺改衣服; 三次利用材料策展; 库存remake展,高,No.531,待核验,,18414,,,,,,,,
案例D88,上海新天地(及太平洋新天地),四、社区型非标商业,上海,127万方大社区;太平洋新天地8.8万方商业街;6500平上海最大全景贴膜;250米超高层下半户外广场,历史文化,餐饮; 娱乐; 文化; 运动,混搭基本功; 老街重新打开策略; 公园抢C位商场当背景板,高,No.534,待核验,DG01,18460,,,,,,,,
案例D89,LE LABO武康路店,四、社区型非标商业,上海,未提及,未分类,,"新店往""老""里做; 一城一店表达城市理解; 用信任建立情感链接",中,No.540,待核验,,18506,,,,,,,,
案例D90,and department soul(海外),四、社区型非标商业,首尔,"四层小楼,3000-6000平",未分类,餐饮; 零售,不过度设计的白色外墙; 仓库式精致陈列; 窗外城景做陈列,高,No.546,待核验,,18552,,,,,,,,
案例D91,上升新锁,四、社区型非标商业,上海,未提及(含二期院落式小公园),公园,餐饮; 零售; 运动; 办公,园区式商业非街区; 新品牌总部+开店双身份; 院落式小公园造场景,高,No.555,待核验,,18598,,,,,,,,
案例D92,living room(药厂新品牌),四、社区型非标商业,成都,未提及,未分类,餐饮,客厅式空间氛围; 老品牌新店拓宽边界; 老木头搭结构秩序感,高,No.561,待核验,,18644,,,,,,,,
案例D93,六运小区,四、社区型非标商业,广州,未提及,未分类,餐饮,老小区塞缝隙开店; 粤语谐音梗店名; 生活商业混合场景,高,No.563,待核验,,18690,,,,,,,,
案例D94,Tagi(塔皮),四、社区型非标商业,"未提及(多城布局,含阿拉亚)",未提及,未分类,零售,杂货内容化为成年人玩具; 造逃离现实的2小时体验; 联名引发审美传染病,高,No.566,待核验,,18736,,,,,,,,
案例D95,三亚东岸鹭洲,四、社区型非标商业,三亚,5000方,未分类,餐饮; 零售; 娱乐; 文化,主理人社区概念; 大台阶肚子里藏展厅; 单线条小人VI延续慵懒感,高,No.571,待核验,,18782,,,,,,,,
案例D96,serendipity blend,四、社区型非标商业,成都,"门头不到两米,不到20㎡",未分类,餐饮,站立喝无桌椅模式; 天然食材特调; 视觉厨卫转空间劣势,高,No.573,待核验,,18828,,,,,,,,
案例D97,纽约布鲁克林DUMBO(海外),四、社区型非标商业,纽约,未提及,屋顶,餐饮; 娱乐; 文化,维持原貌旧里造新; 黑红配色克制翻新; 老仓库改精致烟火市集,高,No.574,待核验,,18874,,,,,,,,
案例D98,巴厘岛AKASA悬崖火山咖啡(海外),四、社区型非标商业,巴厘岛,"三层,沿玻璃栈道上下盘旋而建",未分类,餐饮,建筑存在感最低化; 座位看台化无死角观景; 无VIP无预约众生平等,高,No.578,待核验,,18920,,,,,,,,
案例D99,香港启德airside,四、社区型非标商业,香港,6.5万方,地下,餐饮; 亲子,异形天窗揉碎阳光; 精准回应周边社区需求; 历史空间还原策展,高,No.587,待核验,,18966,,,,,,,,
案例D100,东京下北泽BOUNS TRACK(海外),四、社区型非标商业,东京,几个轻巧小排屋(三个项目加起来可能没国内一个超市大),未分类,餐饮; 文化,见缝插针无缝衔接; 主理人品牌孵化生长; 狂想会议支持创业,高,No.588,待核验,,19012,,,,,,,,
案例E1,东京OIMACHI TRACKS（海外）,五、混合业态资产激活,东京,4600平大草坪，81家店（总面积未提及）,未分类,餐饮; 文化; 办公; 酒店; 生鲜,工业遗存观景化; 公共休息空间投入; 业态日常烟火化; 元素主题化体验; 宠物友好场景化; 商场导视柔和化,高,No.69,待核验,,19066,,,,,,,,
案例E2,东京虎之门之丘（海外）,五、混合业态资产激活,东京,两条餐饮街合计约5000平，50家店,未分类,餐饮; 娱乐,双街反差定位; 模糊边界+高密度布局; 地铁直连无缝进入; 全时段业态覆盖; 审美克制统一; 空间氛围反差定位,高,No.185,待核验,,19115,,,,,,,,
案例E3,深圳后海片区,五、混合业态资产激活,深圳,480万方总建筑面积，1000个品牌，40万日均流动人口,历史文化,文化; 运动,政企合作片区运营; 三维网络规划; 高密度路网切割; 数字孪生智慧运营; 超级商圈联盟; 1:1文化商业配比; 城市级IP运营,高,No.311,待核验,,19166,,,,,,,,
案例E4,上海西岸梦中心,五、混合业态资产激活,上海,未提及,滨水,餐饮; 零售; 运动,顺应区域既有属性定位; 双线门店布局; 运动场馆+潮牌+宠物组合; 运动主题作为商业特色; 新老运动品牌矩阵,高,No.463,待核验,,19219,,,,,,,,
案例E5,东莞旗云广场,五、混合业态资产激活,东莞,未提及,未分类,餐饮,双轨品牌组合; 站前商业文旅起点定位; 城市首店持续加码; 接地气+新鲜感平衡,高,No.44,待核验,,19271,,,,,,,,
案例E6,成都凯德天府,五、混合业态资产激活,成都,攀岩馆1500平、最高15米（总面积未提及）,未分类,餐饮; 零售; 亲子,主力店硬改; 三维调改策略; 枢纽流量转独家IP事件; 外摆松弛感+室内精细化; 儿童零售楼层重组,高,No.248,待核验,,19319,,,,,,,,
案例E7,武汉麓客岛,五、混合业态资产激活,武汉,目前只打开左岛，整个运营面积约12万方,公园,餐饮,地貌多样化+随处可坐; 全员友好细节设计; 内容运营互动化; 多成员满足亲子游; 性价比出游定位,高,No.356,待核验,,19369,,,,,,,,
案例E8,上海乐高乐园旁爱琴海缤纷里,五、混合业态资产激活,上海,10万方街区，6000个停车位，1小时交通圈覆盖长三角1.4亿人,街区,餐饮; 文化,乐园+商业互补定位; 乐园门票互通机制; IP主题店矩阵; 街区景区化; 全体验业态组合; 酒店联动,高,No.462,待核验,,19420,,,,,,,,
案例E9,TODAY'S SPECIAL（海外）,五、混合业态资产激活,东京,未提及,未分类,餐饮,场景化陈列; 模块化道具; 多感官运营,高,No.71,待核验,,19472,,,,,,,,
案例E10,重庆万华麓系公园式商业,五、混合业态资产激活,重庆,未提及,公园,餐饮; 亲子,立体公园式中庭; 公共座椅全覆盖; 自营餐饮配套,高,No.79,待核验,,19521,,,,,,,,
案例E11,酷拼工坊,五、混合业态资产激活,东莞,未提及,未分类,零售,制造力降维做品牌; 博物馆级门店陈列; 用户二次创作激励,高,No.97,待核验,,19568,,,,,,,,
案例E12,OIMACHI TRACKS（海外）,五、混合业态资产激活,东京品川区,未提及（含两座塔楼：住宅、酒店、写字楼）,未分类,餐饮; 文化; 生鲜,工业遗产主题化改造; 防灾避难双用草坪; 通勤交通无缝衔接; 主题元素极致化,高,No.115,待核验,,19616,,,,,,,,
案例E13,阿那亚北岸悦酒店,五、混合业态资产激活,秦皇岛,一栋楼3000平，61间房,未分类,餐饮; 零售; 娱乐; 文化; 酒店,大堂社群据点化; 激活式创新; 业主共创模式,高,No.137,待核验,,19665,,,,,,,,
案例E14,国家大剧院,五、混合业态资产激活,北京,未提及（东西向超200米，国内跨度最大椭圆穹顶）,未分类,餐饮; 文化,文化场馆多元化经营; 建筑即景点; 空间立体复用,高,No.147,待核验,,19713,,,,,,,,
案例E15,"上海""在水一方""科技馆",五、混合业态资产激活,上海,未提及,未分类,餐饮,IP化场馆运营; 双功能分区; 彩蛋式细节设计,高,No.161,待核验,,19760,,,,,,,,
案例E16,吉隆坡mingle名楽（海外）,五、混合业态资产激活,吉隆坡,多个项目（含百年老楼青旅、Emmercy Cafe、Mingle Cafe、Nico Nico旗舰店）,未分类,餐饮,废墟保留式改造; 气候体感设计; 信仰友好选品; 火灾回收木材再利用,高,No.165,待核验,,19808,,,,,,,,
案例E17,大连东关街,五、混合业态资产激活,大连,100多栋文保建筑,街区,餐饮; 零售; 文化,文保建筑绣花功夫修复; 院落主题化分区; 复古公交流动打卡点,高,No.182,待核验,,19857,,,,,,,,
案例E18,成都建发望悦城,五、混合业态资产激活,成都,8万多平方米,屋顶,餐饮; 零售; 亲子; 运动,三大主题沉浸空间; 跨代共鸣IP引进; 多首层导流模型; 垂直动线场景关联,高,No.190,待核验,,19905,,,,,,,,
案例E19,天府111,五、混合业态资产激活,成都,未提及,街区; 历史文化,餐饮; 零售; 文化; 运动,严格把控品牌定制; 街区+湖景宠物友好; 艺术展拆栏互动,高,No.196,待核验,,19954,,,,,,,,
案例E20,合肥中心尚都筑格酒店,五、混合业态资产激活,合肥,未提及,未分类,餐饮; 零售; 运动; 酒店,酒店门口新零售空间; 餐厅作为社交角落; 24小时能量站,高,No.204,待核验,,20002,,,,,,,,
案例E21,三亚华润海棠湾,五、混合业态资产激活,三亚,未提及（含运动公园、生态公园、美好生活聚落）,公园,餐饮; 运动,生态保护2.0模式; 公共服务融合; 美好生活聚落,高,No.207,待核验,,20050,,,,,,,,
案例E22,重庆城际酒店,五、混合业态资产激活,重庆,未提及,屋顶,餐饮; 酒店,体感优先硬件设计; 城市探索式酒店活动; 跨界联名精准触达,高,No.209,待核验,,20098,,,,,,,,
案例E23,亚朵星巴克联名,五、混合业态资产激活,全国范围（亚朵近2000家门店，星巴克覆盖1000多个城市）,未提及,未分类,餐饮; 酒店,场景互补式联名; 权益嵌入式会员打通; 生活方式共鸣,高,No.214,待核验,,20146,,,,,,,,
案例E24,上海INS新乐园,五、混合业态资产激活,上海,未提及（楼内全楼实店全通）,未分类,餐饮; 零售; 娱乐,游戏化持续更新; 无围墙城市融入; 全楼通票+城市游乐地图,高,No.216,待核验,,20194,,,,,,,,
案例E25,上海静安嘉里中心,五、混合业态资产激活,上海,未提及（含办公楼、商场）,未分类,办公,无感式服务设计; 兜底式客服台; 办公+商场会员打通,高,No.225,待核验,,20242,,,,,,,,
案例E26,杭州万象城,五、混合业态资产激活,杭州,未提及（含盒子商场+住宅底商街区）,盒子mall; 街区,餐饮; 零售,高频品牌调改; 高奢+生活街区双轨; 品牌共创城市级事件,高,No.241,待核验,DG11,20290,,,,,,,,
案例E27,香港影湾园（海外）,五、混合业态资产激活,香港,未提及（含主楼、2楼连廊、后园）,未分类,餐饮; 零售; 文化,求旧如旧保留原貌; 业态审美严格把控; 文化IP情绪化展陈,高,No.249,待核验,,20338,,,,,,,,
案例E28,桔子酒店,五、混合业态资产激活,全国范围（提及上海世博文化公园活动）,未提及（华珠20周年开了1000多家店）,未分类,餐饮; 酒店,反套路情绪营销; 双快乐路径设计; 早餐厅外搬进公园,高,No.252,待核验,,20386,,,,,,,,
案例E29,成都天府招商花园城,五、混合业态资产激活,成都,未提及（含室内盒子+室外2万平草坪乐园）,盒子mall,餐饮; 亲子,乐园+商业+公园三位一体; 跨业态活动整合; 儿童宠物分区设计,高,No.271,待核验,,20434,,,,,,,,
案例E30,华润置地达尔文营地,五、混合业态资产激活,全国（提及青岛松果乐园、杭州飞鸟集、广州龙林乐园）,未提及,未分类,亲子,空间舞台化留白; 在地文化IP化; 24节气课程内容库; 儿童议事观察团,高,No.281,待核验,,20481,,,,,,,,
案例E31,曼谷NEXTOPIA（海外）,五、混合业态资产激活,曼谷,15000平方米跨层空间,未分类,餐饮; 零售; 体验; 亲子,主题乐园式商场; 环保理念隐藏化; 分区节奏嵌入影业; AR望远镜讲故事,高,No.284,待核验,,20530,,,,,,,,
案例E32,深圳海洋中心城市更新,五、混合业态资产激活,深圳,未提及,未分类,文化,三节点分工清晰; 工业遗存活化; 老轮船1000天改造,高,No.291,待核验,,20579,,,,,,,,
案例E33,北京三里屯太古里,五、混合业态资产激活,北京,未提及（北区近十个奢牌独栋）,街区; 滨水,餐饮,奢侈品独栋街区; 写字楼配套城市绿洲化; 工业遗存+河畔微度假,高,No.297,待核验,,20627,,,,,,,,
案例E34,上海曹路招商花园城,五、混合业态资产激活,上海,未提及（大体量+地铁上盖）,未分类,餐饮; 亲子; 文化,主题场景化周年庆; 客群分层精细化运营; 团队下场直播,高,No.298,待核验,,20674,,,,,,,,
案例E35,墨尔本MECCA（海外）,五、混合业态资产激活,墨尔本,"4000平米（""粉色宫殿""）",未分类,餐饮; 零售,选品制造潮流而非跟随潮流; 硅胶护理流线; 黑科技香氛体验; 独立礼品区独立夹层,高,No.303,待核验,,20722,,,,,,,,
案例E36,上海西岸璇心Orbit,五、混合业态资产激活,上海,三层先锋建筑（西岸中环总投资超600亿元，总共170万方超级综合体，5万方给文化艺术场馆）,历史文化,餐饮; 零售; 文化; 办公; 酒店,先锋建筑做新品首发地标; 艺博会三年持续合作; 柔性城市理念,高,No.314,待核验,,20771,,,,,,,,
案例E37,华润置地超级场馆运营,五、混合业态资产激活,深圳+成都,未提及（十五运会90%场馆为改造而非新建）,未分类,运动,运营需求倒推设计; 智慧大脑AI调节; 赛+演+商多元生态; 演绎+消费闭环,高,No.317,待核验,,20819,,,,,,,,
案例E38,成都春熙路voco酒店,五、混合业态资产激活,成都,203间客房，6楼约2000平米春熙里花园餐厅,未分类,餐饮; 酒店,商场改酒店硬件优化; 改造型友好品牌选择; 本土品牌合作入驻,高,No.325,待核验,,20868,,,,,,,,
案例E39,大同古城东南驿,五、混合业态资产激活,大同,未提及（街道格局尊重古城形制，保留原有院落布局）,未分类,餐饮; 娱乐; 文化; 酒店,古城形制保留+业态焕新; 丝路塔日夜双形态; 小伙伴凑在一起开店; 古寺庙文创融合,高,No.334,待核验,,20916,,,,,,,,
案例E40,长沙观沙岭招商花园城,五、混合业态资产激活,长沙,未提及（屋顶5000平乐园）,屋顶,餐饮; 体验; 亲子; 运动,配套思维转主场思维; 屋顶无动力乐园; 原创IP形象记忆点; 向上引流屋顶动线,高,No.343,待核验,,20965,,,,,,,,
案例E41,深圳前海冰雪世界,五、混合业态资产激活,深圳,"10万方""大冰柜""（含3万平米超感公园）",公园,餐饮; 娱乐; 运动,超级综合体延伸业态; 冰雪+暖气商业一闸之隔; 俱乐部驻点模式,高,No.348,待核验,,21014,,,,,,,,
案例E42,LV成都源野活动,五、混合业态资产激活,成都,未提及（北花园+中庭+3个店铺空间）,未分类,,高奢品牌去高冷化场地; 三展厅差异化叙事; 在地化活动融合,高,No.351,待核验,,21062,,,,,,,,
案例E43,南昌万象城,五、混合业态资产激活,南昌,未提及,盒子mall; 街区,餐饮; 零售; 文化; 运动,城市话题制造机; 大台阶主题秀场; 自开地铁接驳公交,高,No.358,待核验,,21109,,,,,,,,
案例E44,天津万象城,五、混合业态资产激活,天津,36万方老物业,盒子mall; 街区,餐饮; 运动,全客层定位+重奢齐全; 统一照明色温+租户立面升级; 大底品变身主题街区; 文化出圈+商业转化,高,No.379,待核验,,21157,,,,,,,,
案例E45,武汉嘉佰汇,五、混合业态资产激活,武汉,6.5万方总体量（商业首开2万方盒子）,盒子mall; 街区; 公园,餐饮,减法逻辑聚焦高净值; mall+block街区菱形体款; 景观轴线连接,高,No.405,待核验,DG12,21206,,,,,,,,
案例E46,广州悦汇城,五、混合业态资产激活,广州,28万方（广州第二大体量商业体）,公园,餐饮; 亲子; 运动,从外向内渗透打法; 亲子业态差异化; 宠物友好叠加,高,No.418,待核验,,21254,,,,,,,,
案例E47,桔子酒店上海旗舰店,五、混合业态资产激活,上海,未提及,未分类,餐饮; 体验; 酒店,情绪价值符号化; 在地感官设计; 睡眠功能硬打磨,高,No.424,待核验,,21303,,,,,,,,
案例E48,曼谷伽利略绿洲（海外）,五、混合业态资产激活,曼谷,20套老房子,未分类,餐饮; 文化,破旧美学对冲精致; 废墟里聚人讲故事; 文化人做商业,高,No.433,待核验,,21350,,,,,,,,
案例E49,MFG写字楼,五、混合业态资产激活,深圳、上海、成都、西安等多城,未提及,未分类,餐饮; 办公,租一套想实城; 一成一特色; 信息差服务,高,No.454,待核验,,21399,,,,,,,,
案例E50,凯德广场·金牛,五、混合业态资产激活,成都,未提及,未分类,餐饮; 零售; 体验; 运动,城市门户定位+官方文旅联动; 沉浸式越野竞技场; 持续放大标签做培育,高,No.455,待核验,,21448,,,,,,,,
案例E51,深圳前海壹方城,五、混合业态资产激活,深圳,未提及,街区; 地下,零售,自营造品牌做内容; 地上高端地下流量组货; 空间会变脸持续运营,高,No.461,待核验,,21497,,,,,,,,
案例E52,上海LV巨轮,五、混合业态资产激活,上海,展览占地1200平跨两层,未分类,餐饮; 零售; 文化,建筑即艺术品; 城市文化事件化; 体验式零售,高,No.468,待核验,,21546,,,,,,,,
案例E53,北京阿派朗创造力星球,五、混合业态资产激活,北京,占地2.7万方,滨水,亲子,奥运遗产再利用; 科技隐身体验; aPX智能体交互系统,高,No.479,待核验,,21595,,,,,,,,
案例E54,北京鼎好DH3,五、混合业态资产激活,北京,未提及,未分类,办公,大开间卖场改垂直社区; 国际科创生态交互品牌定位; 智慧楼宇暖通系统,高,No.485,待核验,,21644,,,,,,,,
案例E55,成都天府大悦城,五、混合业态资产激活,成都,AB两馆联通3层,盒子mall,餐饮; 文化,先养商再养人; 空间分裂人格; 联动会展拓宽边界,高,No.486,待核验,,21693,,,,,,,,
